================ Training Loss (Thu Aug 19 21:15:03 2021) ================
(epoch: 1, iters: 400, time: 0.092, data: 0.297) G_GAN: 0.528 D_real: 0.803 D_fake: 0.548 G: 11.762 NCE: 10.996 NCE_Y: 11.116 D_R1: 0.005 idt: 0.178 
(epoch: 1, iters: 800, time: 0.083, data: 0.001) G_GAN: 0.237 D_real: 1.489 D_fake: 0.104 G: 11.481 NCE: 10.953 NCE_Y: 11.063 D_R1: 0.053 idt: 0.236 
(epoch: 1, iters: 1200, time: 0.075, data: 0.001) G_GAN: 1.532 D_real: 0.260 D_fake: 0.940 G: 11.571 NCE: 9.993 NCE_Y: 9.688 D_R1: 0.011 idt: 0.199 
(epoch: 1, iters: 1600, time: 0.069, data: 0.002) G_GAN: 2.044 D_real: 0.281 D_fake: 0.568 G: 11.861 NCE: 9.840 NCE_Y: 9.513 D_R1: 0.035 idt: 0.140 
(epoch: 1, iters: 2000, time: 0.063, data: 0.001) G_GAN: 0.749 D_real: 1.119 D_fake: 0.310 G: 10.363 NCE: 9.610 NCE_Y: 9.356 D_R1: 0.046 idt: 0.131 
(epoch: 1, iters: 2400, time: 0.057, data: 0.002) G_GAN: 0.519 D_real: 0.833 D_fake: 0.349 G: 9.185 NCE: 8.476 NCE_Y: 8.631 D_R1: 0.021 idt: 0.112 
(epoch: 1, iters: 2800, time: 0.053, data: 0.001) G_GAN: 0.918 D_real: 0.477 D_fake: 0.710 G: 10.047 NCE: 8.972 NCE_Y: 9.063 D_R1: 0.016 idt: 0.112 
(epoch: 1, iters: 3200, time: 0.049, data: 0.002) G_GAN: 0.878 D_real: 0.618 D_fake: 0.389 G: 9.877 NCE: 9.248 NCE_Y: 8.507 D_R1: 0.026 idt: 0.121 
(epoch: 1, iters: 3600, time: 0.045, data: 0.001) G_GAN: 1.244 D_real: 0.296 D_fake: 0.797 G: 9.506 NCE: 8.282 NCE_Y: 8.029 D_R1: 0.016 idt: 0.107 
(epoch: 1, iters: 4000, time: 0.042, data: 0.001) G_GAN: 1.133 D_real: 0.859 D_fake: 0.454 G: 9.897 NCE: 9.085 NCE_Y: 8.087 D_R1: 0.007 idt: 0.177 
(epoch: 1, iters: 4400, time: 0.039, data: 0.001) G_GAN: 0.847 D_real: 0.527 D_fake: 0.415 G: 8.012 NCE: 6.518 NCE_Y: 7.623 D_R1: 0.032 idt: 0.095 
